,LIMIT_BAL,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEF_PAY,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
639,500000,58,0,0,0,0,0,0,7285,28390,13138,6653,7081,4651,28730,14587,28,7114,4672,3114,0,1,0,1,0,0,0,0,1,0,0
640,20000,45,0,2,2,0,0,0,3213,4308,4093,4866,6781,7668,1300,0,1000,2000,1000,0,0,1,0,0,1,0,0,0,1,0,0
641,110000,48,0,0,0,0,0,0,73472,75431,76296,77260,72907,63104,3139,2529,2348,2308,2180,1687,0,1,0,1,0,0,0,0,1,0,0
642,70000,26,0,0,0,0,0,0,64471,65577,53264,51464,96184,49104,2281,2888,1800,2000,1900,1760,0,0,1,1,0,0,0,0,0,1,0
643,50000,46,0,0,0,0,0,0,44076,44406,45320,38446,36748,36827,1810,2500,2000,2000,1465,2000,0,0,1,0,1,0,0,0,0,0,1
644,240000,34,0,0,0,0,0,0,77126,59832,45054,39245,75742,39389,5005,2116,1200,75742,0,62282,0,0,1,0,1,0,0,0,1,0,0
645,230000,46,1,0,0,0,0,0,378,907,1599,378,756,0,907,1599,378,756,0,754,0,1,0,0,1,0,0,0,0,1,0
646,310000,26,0,0,0,0,0,0,2154,359,256,2513,795,250,360,257,2537,798,251,2064,0,1,0,0,1,0,0,0,0,1,0
647,150000,25,0,0,0,0,0,0,-19,-19,-19,-19,7962,0,0,0,0,7981,0,12220,0,0,1,0,1,0,0,0,0,1,0
648,360000,42,0,0,0,0,0,0,118368,124934,131328,137605,140729,146194,10000,10000,10000,5500,8000,6000,0,0,1,0,1,0,0,0,1,0,0
649,180000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
650,50000,54,0,0,0,0,0,0,45777,46816,47862,49064,66819,17288,1800,1800,2000,2300,2000,629,0,0,1,1,0,0,0,0,1,0,0
651,360000,39,0,0,0,0,0,0,26680,22312,19181,16155,5936,15330,22434,19286,16243,5966,15407,43019,0,0,1,0,1,0,0,0,1,0,0
652,150000,28,0,0,0,0,0,0,134218,118580,95916,82867,58995,59799,4465,10629,3500,1833,1886,1610,0,1,0,0,1,0,0,0,0,1,0
653,60000,29,0,0,0,0,0,0,62325,59359,30604,22204,19895,19199,2864,1300,1000,803,1107,1000,0,0,1,0,1,0,0,0,1,0,0
654,20000,36,2,0,0,0,0,0,19597,35869,9066,309,3019,16496,1503,2036,309,3100,16890,500,0,1,0,0,1,0,0,0,0,1,0
655,80000,34,0,0,0,0,0,0,11460,16000,0,0,0,0,5000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
656,300000,31,0,0,0,0,0,0,80928,82690,84462,86263,87238,89176,4000,4000,4100,3300,3500,3500,0,1,0,0,0,1,0,0,0,1,0
657,240000,36,0,0,2,0,0,0,-235,1765,871,871,-155,-155,2000,0,0,155,0,0,0,0,1,0,0,0,1,0,0,1,0
658,470000,35,0,0,0,0,0,0,211775,218246,218615,221365,137387,201955,9883,6000,6194,30364,100018,4817,0,1,0,1,0,0,0,0,0,1,0
659,250000,51,1,0,0,0,0,0,0,645,3490,0,4789,0,645,3490,0,4789,0,0,0,0,1,1,0,0,0,0,1,0,0
660,200000,43,0,0,0,0,0,0,1144,2480,3372,1081,2384,6595,2506,3380,1085,2394,6601,29708,0,1,0,1,0,0,0,0,1,0,0
661,320000,29,0,0,0,0,0,0,46758,31422,33619,23553,9398,4296,2563,9842,24709,6022,4318,4522,0,1,0,1,0,0,0,0,0,1,0
662,250000,28,0,0,0,0,0,0,500,3344,2255,3183,2324,1657,3344,2255,1000,2324,1657,1416,0,0,1,0,1,0,0,0,0,1,0
663,180000,38,0,0,0,0,0,2,153099,150227,138313,137274,147314,129870,7005,6500,5000,12042,32,1300,0,1,0,1,0,0,0,0,1,0,0
664,100000,32,0,0,0,0,0,0,81210,78785,69138,69604,69448,69744,3019,2600,3100,3000,3000,3000,0,1,0,1,0,0,0,0,0,1,0
665,40000,48,2,2,0,0,0,2,780,0,390,540,1080,540,0,390,540,1080,0,780,0,0,1,0,0,1,0,0,1,0,0
666,450000,40,0,0,2,0,0,0,22861,19093,6576,9133,6918,12382,6596,0,6918,4351,8161,0,0,1,0,1,0,0,0,0,1,0,0
667,140000,26,0,0,0,0,2,0,141057,144306,141949,141345,136379,126211,7200,19000,10400,0,4931,9100,0,0,1,0,1,0,0,0,0,1,0
668,170000,26,0,0,0,0,0,0,30005,30621,30308,30163,29999,29973,1842,1708,1163,1199,1173,952,0,0,1,0,1,0,0,0,0,1,0
669,230000,35,0,0,0,0,0,0,160560,158782,150844,151623,148261,153161,10012,10010,10000,7000,10000,10000,0,0,1,0,1,0,0,0,1,0,0
670,150000,25,0,0,0,0,0,0,8319,5056,2441,4471,2441,0,5056,2441,4471,2441,0,3987,0,0,1,1,0,0,0,0,1,0,0
671,130000,34,0,0,0,0,0,0,41379,24462,15720,0,0,0,3057,1047,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
672,500000,42,0,0,0,0,0,0,149838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
673,80000,23,0,0,0,0,0,0,3526,6687,4356,3450,4318,0,6687,1000,0,4318,0,254,0,0,1,1,0,0,0,0,0,1,0
674,50000,46,1,2,0,0,0,0,50471,49399,50556,29759,30381,30440,0,2247,1054,1090,1261,1143,0,0,1,0,1,0,0,0,0,1,0
675,190000,29,0,0,0,0,0,0,132669,134605,136202,9207,0,0,6000,6000,1000,0,0,0,0,0,1,0,0,1,0,0,0,1,0
676,140000,31,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
677,50000,41,0,0,0,0,0,0,48729,19598,0,0,0,402,1000,402,0,0,402,19603,0,1,0,0,1,0,0,0,1,0,0
678,150000,29,0,2,0,0,0,0,2599,1530,390,1366,780,0,0,390,1366,0,0,431,0,0,1,1,0,0,0,0,0,1,0
679,230000,46,0,0,0,0,0,0,266,0,0,0,0,300,0,0,0,0,300,0,0,0,1,1,0,0,0,0,1,0,0
680,70000,32,0,0,0,0,0,0,70122,69080,68530,69753,70111,70212,2431,3112,3000,2438,2500,2554,0,0,1,0,0,1,0,0,1,0,0
681,10000,50,2,2,2,0,0,0,9415,8852,8297,8792,9277,9744,1000,1000,1000,1000,1000,1000,0,1,0,0,1,0,0,0,1,0,0
682,10000,27,0,0,0,0,0,0,10128,9859,9607,9818,10013,9824,1151,1160,1151,346,350,354,0,1,0,0,1,0,0,0,1,0,0
683,30000,24,0,0,0,0,0,0,1513,27350,28561,29684,32650,34299,26500,2048,2000,3769,5007,2007,0,0,1,0,1,0,0,0,0,1,0
684,150000,32,0,0,0,0,0,0,23364,22846,25779,22303,16981,16837,1450,5779,1300,700,1000,1000,0,0,1,1,0,0,0,0,1,0,0
685,250000,36,0,0,0,0,0,0,253627,239250,245611,33017,182078,184036,10153,11000,4701,190071,8000,10014,0,0,1,0,1,0,0,0,1,0,0
686,200000,49,0,0,0,0,0,0,4739,-61,-61,-61,-61,-61,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
687,460000,39,0,0,0,0,0,0,11403,14015,2978,11402,12072,7090,14029,2978,11402,12802,7090,793,0,0,1,0,1,0,0,0,1,0,0
688,100000,28,0,0,2,0,0,0,82238,100753,93209,89813,55359,32227,20000,0,3501,3021,5011,53408,0,1,0,0,1,0,0,0,0,1,0
689,290000,46,0,0,0,0,0,0,73612,44236,3253,766,168322,169676,2207,1000,766,168342,7000,5100,0,0,1,0,0,1,0,0,1,0,0
690,80000,30,0,0,0,0,0,0,4161,1819,6845,1813,8362,-783,2000,6689,1817,8100,0,4000,0,0,1,0,1,0,0,0,0,1,0
691,260000,42,0,0,0,0,0,0,204017,182048,63074,262317,201344,191829,8000,7100,200140,6500,6000,6500,0,1,0,0,0,0,1,0,1,0,0
692,500000,37,0,0,0,0,0,0,207205,208827,203696,201655,202938,202136,9755,7414,6940,7299,8021,19384,0,0,1,0,1,0,0,0,1,0,0
693,210000,46,0,0,0,0,0,0,3035,5764,46884,80514,391,1487,5790,46915,80871,391,1497,10194,0,1,0,1,0,0,0,0,1,0,0
694,170000,35,0,0,0,0,0,0,51207,38528,34688,30542,61032,23711,5000,2000,3000,1000,6000,8753,0,1,0,1,0,0,0,0,1,0,0
695,190000,38,0,0,0,0,0,0,77720,79417,81326,81650,83354,85163,3774,3799,2874,2970,3138,3054,0,0,1,1,0,0,0,0,0,1,0
696,240000,40,0,0,0,0,0,0,1643,7060,650,4770,2515,37405,8000,5000,5000,0,40000,22669,0,1,0,1,0,0,0,0,0,1,0
697,500000,34,0,0,0,0,0,0,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,0,0,1,1,0,0,0,0,0,1,0
698,110000,39,0,0,0,0,0,0,102801,104907,108107,96213,68003,52684,3818,4955,3446,3000,3000,4000,0,0,1,0,1,0,0,0,1,0,0
699,140000,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
700,300000,38,0,0,0,0,0,0,105932,100815,103744,103422,111152,110811,5137,30022,5006,10014,4016,4013,0,1,0,1,0,0,0,0,1,0,0
701,10000,21,0,0,0,2,0,0,8278,7888,10084,9699,9699,0,1304,2500,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0
702,220000,26,0,0,0,0,0,0,44432,128967,96750,71616,65415,57914,100000,18720,37800,7096,12000,25000,0,1,0,1,0,0,0,0,0,1,0
703,350000,57,0,0,0,0,0,0,262719,269742,263086,269832,271763,276224,11500,18000,11000,11500,14000,12000,0,1,0,1,0,0,0,0,1,0,0
704,90000,27,0,0,0,0,0,0,56754,58835,59461,60974,62339,63648,3000,2200,2500,2500,2500,2600,0,0,1,1,0,0,0,0,0,1,0
705,20000,27,0,0,0,0,0,0,5888,4088,6597,9333,4133,8456,4813,6597,5000,4431,8500,8032,0,0,1,1,0,0,0,0,0,1,0
706,330000,36,0,0,0,0,0,0,257156,257576,256014,245244,239441,242025,10037,10109,10053,10014,9001,9001,0,0,1,0,1,0,0,0,0,1,0
707,20000,24,0,0,0,0,0,0,15730,16776,35036,14694,16914,14074,1313,2110,4000,6000,4000,174,0,1,0,0,1,0,0,0,0,1,0
708,80000,56,0,0,0,0,0,0,49897,50892,52472,53674,7886,16432,1822,2401,2581,1238,1816,3746,0,1,0,0,0,1,0,0,1,0,0
709,260000,47,0,0,0,0,0,0,164137,167734,171932,175152,180719,183138,10000,10000,9000,10000,7000,6000,0,0,1,0,1,0,0,0,1,0,0
710,50000,39,0,0,2,3,2,2,33849,36798,37890,37131,38381,39585,3817,2000,150,2000,2000,1600,0,1,0,1,0,0,0,0,1,0,0
711,60000,27,0,0,0,0,0,0,37170,36918,10163,10692,15307,19838,2000,3000,1000,5000,5000,1000,0,1,0,0,0,1,0,0,0,1,0
712,170000,28,0,0,0,0,0,0,56766,59811,61987,63849,66276,68207,4000,3638,3500,3500,3000,3000,0,0,1,1,0,0,0,0,0,1,0
713,30000,37,2,0,0,0,0,0,25037,18486,19082,19145,15839,9335,2000,2000,2500,2000,2000,4000,0,0,1,0,1,0,0,0,0,1,0
714,430000,30,0,0,0,0,0,0,31423,3650,44671,81979,9120,85407,3650,44671,82555,9120,85407,14261,0,0,1,1,0,0,0,0,0,1,0
715,240000,28,0,0,0,0,0,0,30173,29109,16704,13934,2020,4520,5009,4000,3506,0,2500,4000,0,0,1,1,0,0,0,0,0,1,0
716,120000,34,0,0,0,2,0,0,32773,28002,32493,16258,8871,2000,1509,5000,7,0,2000,1666,0,1,0,1,0,0,0,0,0,1,0
717,100000,32,0,0,0,2,0,0,18641,23380,33045,32346,36597,46121,5000,10000,0,5000,10000,0,0,0,1,0,1,0,0,0,1,0,0
718,340000,38,0,0,0,0,0,0,660,1131,291,291,291,291,1131,291,291,291,291,8048,0,1,0,0,0,1,0,0,0,1,0
719,330000,24,0,0,0,0,0,0,341499,334929,317997,274132,267622,261246,12500,10882,9902,10000,10000,17629,0,0,1,1,0,0,0,0,0,1,0
720,180000,43,0,0,0,0,0,0,3690,15618,4685,238,218,6690,15682,4699,238,218,6710,11949,0,1,0,0,0,1,0,0,1,0,0
721,20000,49,0,0,0,0,0,0,19111,18936,18588,19260,1500,0,1286,1328,1000,1500,0,0,0,1,0,0,1,0,0,0,0,1,0
722,50000,29,0,0,0,0,0,0,82843,85305,86152,56250,57603,19336,4000,4000,2257,2000,2000,700,0,0,1,0,1,0,0,0,1,0,0
723,70000,28,0,0,0,0,0,0,21777,20335,21699,22460,20345,42123,2000,2000,1500,3000,721,1200,0,0,1,1,0,0,0,0,0,1,0
724,150000,34,1,0,0,0,0,0,0,53,0,0,0,0,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
725,300000,51,1,2,0,0,0,2,198235,193548,198422,204116,214691,218101,0,8000,9000,15500,7000,10000,0,1,0,0,1,0,0,0,1,0,0
726,200000,32,0,0,0,0,0,0,3254,1988,2780,3107,6687,24524,1998,2795,3117,6700,24538,2797,0,1,0,0,1,0,0,0,1,0,0
727,430000,33,0,0,0,0,0,0,191520,185187,173041,147383,135848,133591,8266,7666,6590,4711,4746,4421,0,0,1,0,1,0,0,0,0,1,0
728,200000,48,0,0,0,0,0,0,111664,113884,116545,120396,121486,121518,4080,4500,5800,4500,5000,5000,0,1,0,0,1,0,0,0,0,1,0
729,500000,45,0,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0,1,0,1,0,0,0,0,1,0,0
730,50000,37,2,0,0,0,0,2,11533,12951,22339,22669,24121,23540,1612,10000,1000,1820,0,696,0,1,0,1,0,0,0,0,0,1,0
731,100000,39,0,0,0,0,0,0,10135,1646,1635,884,0,0,1646,5635,884,0,0,0,0,0,1,0,0,1,0,0,1,0,0
732,30000,23,1,4,4,3,2,3,26185,29944,29399,28632,30363,29594,4518,206,0,2500,0,2000,0,0,1,1,0,0,0,0,0,1,0
733,50000,42,0,0,0,0,0,2,1310,37073,7700,42038,42610,42096,37073,7700,42038,42096,587,9162,0,0,1,1,0,0,0,0,0,1,0
734,30000,36,0,0,0,0,0,0,8839,0,4342,690,0,99,0,4342,690,0,99,0,0,0,1,0,0,0,1,0,1,0,0
735,30000,32,0,0,0,2,0,0,22503,24802,29367,28108,26717,11693,3000,5000,0,1003,1000,1000,0,1,0,0,1,0,0,0,1,0,0
736,90000,24,0,0,0,0,0,0,14329,14520,14747,4753,5152,4664,3000,1240,1220,1000,500,800,0,0,1,0,1,0,0,0,0,1,0
737,50000,34,0,0,0,0,0,0,45398,37433,30609,30432,30254,30088,2008,2000,1500,1501,2105,2219,0,1,0,0,1,0,0,0,1,0,0
738,180000,33,0,0,2,0,0,2,13999,17829,6608,17087,17993,8662,4176,65,17087,2013,23,32852,0,0,1,1,0,0,0,0,1,0,0
739,30000,25,2,0,0,0,0,0,29608,27471,29075,26011,13900,0,1600,3000,1200,139,0,0,0,1,0,0,1,0,0,0,0,1,0
740,20000,23,0,0,0,0,0,0,17049,16178,17218,18630,19029,19579,15000,1600,2000,1000,1000,531,0,0,1,0,1,0,0,0,1,0,0
741,240000,28,0,0,0,0,0,0,5740,5639,3428,4634,4590,9675,1215,2000,2000,4590,9675,15000,0,0,1,0,1,0,0,0,1,0,0
742,50000,32,0,0,0,0,0,0,49292,48536,41045,41532,18646,19183,2661,3030,2124,646,828,1097,0,1,0,0,1,0,0,0,0,1,0
743,50000,24,0,0,0,0,0,0,47796,49045,45506,41471,18298,19001,2100,1900,2000,1000,1000,1000,0,1,0,1,0,0,0,0,0,1,0
744,80000,29,0,0,0,0,0,0,78293,79555,77025,76991,79066,75356,3161,4000,3000,3500,3100,5700,0,0,1,0,1,0,0,0,1,0,0
745,10000,28,0,0,2,0,0,0,5236,7202,7434,7660,7822,8191,2200,500,500,285,500,500,0,1,0,0,1,0,0,0,0,1,0
746,400000,28,0,0,0,0,0,0,8716,211,4168,4049,4566,2578,211,4188,4061,4586,12,3837,0,0,1,1,0,0,0,0,1,0,0
747,180000,37,0,0,0,0,0,0,14480,33915,5198,13263,6817,4188,34045,5217,13263,6000,1000,4085,0,1,0,0,1,0,0,0,1,0,0
748,90000,24,0,0,0,0,0,0,91272,91337,88129,76209,65295,27224,5000,3069,2028,2110,2142,39245,0,0,1,0,1,0,0,0,1,0,0
749,180000,26,0,2,0,2,2,0,1728,1539,2703,1650,0,0,0,2703,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
750,220000,29,0,0,0,0,0,0,223773,223304,221631,182629,165314,161971,8391,9000,6901,6000,6000,6435,0,1,0,0,1,0,0,0,0,1,0
751,50000,23,0,0,0,0,0,2,49593,49918,51402,49020,50679,51568,2200,2600,2500,3800,2200,0,0,0,1,1,0,0,0,0,0,1,0
752,10000,22,1,2,0,0,0,0,10250,8558,10525,10050,9903,9984,0,2126,390,328,476,1287,0,0,1,0,1,0,0,0,0,1,0
753,80000,27,1,2,2,2,2,0,74250,76895,79548,80280,53034,54027,4500,4500,3000,0,2000,4350,0,0,1,0,1,0,0,0,0,1,0
754,200000,26,0,0,0,0,0,0,1747,11817,14225,16017,12613,6600,12957,3884,5010,700,360,1713,0,1,0,0,1,0,0,0,0,1,0
755,200000,30,0,0,0,0,0,0,196031,196143,189524,167163,146975,122324,7300,7108,7680,6200,5000,4500,0,0,1,0,0,1,0,0,0,1,0
756,150000,36,0,0,0,0,0,0,137664,140869,144954,101342,80819,81022,5500,6704,3712,3000,3890,3500,0,0,1,0,1,0,0,0,1,0,0
757,360000,35,0,0,0,0,0,0,5157,2461,0,277,2599,3941,1012,0,277,2602,2019,1123,0,0,1,0,1,0,0,0,1,0,0
758,240000,30,0,0,0,0,0,0,12876,4420,4508,8064,4520,4476,1905,3632,7100,0,3500,3600,0,0,1,1,0,0,0,0,0,1,0
759,50000,54,2,2,0,0,0,0,48580,47112,30246,26953,27249,27521,0,1500,1000,986,986,996,0,1,0,0,1,0,0,0,1,0,0
760,240000,34,1,0,0,0,0,0,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
761,200000,57,0,0,0,0,0,0,780,0,780,390,0,390,0,780,390,0,390,390,0,1,0,0,1,0,0,0,1,0,0
762,30000,40,2,2,0,0,0,0,38001,34416,32515,28499,29133,29988,0,1634,796,865,1143,0,0,1,0,0,1,0,0,0,1,0,0
763,20000,23,0,0,0,0,0,0,292,780,0,593,0,0,780,0,593,0,0,0,0,0,1,1,0,0,0,0,0,1,0
764,50000,43,0,0,0,0,0,0,8214,8034,9044,9225,9417,9617,1140,1150,331,341,356,330,0,1,0,0,1,0,0,0,1,0,0
765,160000,28,2,2,2,2,0,0,132528,135846,136732,101473,100895,103107,7000,5000,0,3770,4000,4000,0,0,1,0,0,1,0,0,1,0,0
766,170000,35,0,0,0,0,0,0,96565,62524,88390,63470,55890,51650,30580,50000,24517,14243,7852,4835,0,0,1,0,1,0,0,0,1,0,0
767,50000,52,0,0,0,0,0,0,600,972,0,0,0,6500,972,0,0,0,6500,1863,0,0,1,0,1,0,0,0,1,0,0
768,50000,38,0,0,0,0,0,0,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,0,1,0,0,1,0,0,0,0,1,0
769,240000,41,0,0,0,0,0,0,852,1738,186673,5517,2660,1480,1746,187473,5517,2660,1480,0,0,0,1,0,1,0,0,0,1,0,0
770,50000,34,0,0,0,0,0,0,49454,49157,49773,48398,32584,33322,1792,2208,1513,1149,1245,1271,0,1,0,0,0,1,0,0,0,1,0
771,200000,35,0,0,0,0,0,0,99291,87757,82417,83877,82814,35484,2742,3000,2018,2743,1578,9013,0,0,1,1,0,0,0,0,0,1,0
772,80000,47,0,0,0,0,0,0,49735,25144,7905,7905,20616,7727,25144,8000,0,20616,7727,6191,0,1,0,1,0,0,0,0,1,0,0
773,60000,22,0,0,0,0,0,0,61094,61260,55730,29846,28600,28970,3000,3000,2000,1500,1500,2000,0,0,1,0,0,0,1,0,0,1,0
774,130000,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
775,260000,32,0,0,0,0,0,0,243742,237204,238314,219634,186841,189010,8017,8117,14044,5410,5855,5254,0,0,1,0,1,0,0,0,1,0,0
776,100000,33,0,0,0,0,0,0,74847,70663,63794,60651,54664,51776,3000,3000,2700,2000,2000,2000,0,0,1,0,0,1,0,0,0,1,0
777,160000,26,0,0,0,0,0,0,8036,7663,768,10488,4724,104205,7663,768,10488,2049,104205,3000,0,0,1,0,1,0,0,0,0,1,0
778,20000,47,0,0,0,0,2,0,19753,19728,19763,20240,18955,15255,1401,1306,2000,0,800,800,0,0,1,0,0,1,0,0,1,0,0
779,200000,44,0,0,0,0,0,0,71656,63331,54977,45849,32706,23542,1714,1602,1144,786,471,2300,0,1,0,0,1,0,0,0,1,0,0
780,200000,45,0,0,0,0,0,0,45876,35732,18000,27404,2644,2262,1732,1000,27404,2644,2262,4500,0,0,1,0,0,1,0,1,0,0,0
781,60000,24,0,0,0,0,0,0,5648,12270,0,0,479,27485,12270,0,0,479,27485,0,0,0,1,0,1,0,0,0,0,1,0
782,370000,34,0,0,0,0,0,0,379039,374221,279467,262511,248101,243899,14104,10107,9410,8398,8464,7826,0,1,0,1,0,0,0,0,1,0,0
783,260000,30,0,0,0,0,0,0,1943,855,7288,1055,710,755,855,7288,1055,710,755,955,0,1,0,1,0,0,0,0,0,1,0
784,170000,40,0,0,0,0,0,0,6115,868,2687,2885,2092,36612,872,2700,2899,2102,101556,8496,0,1,0,0,0,1,0,0,1,0,0
785,380000,40,0,0,0,0,0,0,6614,54457,47872,24543,0,0,49094,0,24543,0,0,0,0,0,1,1,0,0,0,0,1,0,0
786,110000,33,1,2,0,0,0,0,7801,5289,9893,9986,9981,11714,0,5000,500,400,2000,0,0,0,1,0,1,0,0,0,1,0,0
787,100000,38,0,0,0,0,0,0,1473,390,390,1170,780,780,390,390,1170,0,0,0,0,1,0,0,1,0,0,0,1,0,0
788,30000,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,0,1,0,0,0,1,0,0,1,0,0
789,210000,29,0,0,0,0,0,0,742,742,742,742,742,316,742,742,742,742,316,746,0,0,1,1,0,0,0,0,1,0,0
790,90000,36,0,0,0,0,0,0,53234,38645,0,0,0,0,2100,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
791,20000,31,2,2,2,2,2,2,13335,15617,15090,16859,16472,21819,2800,0,2001,0,5782,0,0,1,0,0,0,1,0,0,0,1,0
792,30000,28,0,0,0,0,0,0,26054,25144,25775,18585,0,0,2000,2000,2000,0,0,0,0,1,0,0,1,0,0,0,0,1,0
793,110000,28,0,0,0,0,0,0,53152,45002,42051,30803,28377,29053,1725,1774,1526,1100,1200,1081,0,0,1,1,0,0,0,0,0,1,0
794,230000,45,0,0,0,0,0,0,71149,71922,77500,72851,72860,48758,3000,11261,10000,2100,5000,5000,0,0,1,0,1,0,0,0,1,0,0
795,160000,52,0,0,0,0,0,0,157018,135516,117895,86943,23433,20000,5000,5000,2200,500,1000,0,0,0,1,0,0,0,1,0,0,1,0
796,610000,29,0,0,0,0,0,0,8965,7988,3428,6384,65809,62950,7062,4017,6434,68290,2045,8007,0,1,0,0,0,1,0,0,0,1,0
797,380000,58,0,0,0,0,0,0,369699,331755,303016,290019,294689,301491,12172,11095,11007,11000,12006,11000,0,1,0,0,1,0,0,0,1,0,0
798,240000,50,0,0,0,0,0,0,140233,134223,130372,128921,120048,121292,4754,4873,5033,4204,4509,5009,0,1,0,0,0,1,0,0,1,0,0
799,200000,25,0,0,0,0,0,0,183516,179534,134572,61450,-200,-200,6700,7000,3000,0,0,0,0,0,1,1,0,0,0,0,0,1,0
800,310000,44,0,0,0,0,0,0,6571,1156,1156,1889,3367,2267,1156,1156,1889,3367,2267,0,0,0,1,0,1,0,0,0,0,1,0
801,180000,33,0,0,0,0,0,0,8492,5199,9973,10069,13190,20127,5199,9973,10083,13279,20127,9422,0,0,1,1,0,0,0,0,0,1,0
802,80000,23,0,0,0,0,0,0,54600,56379,55875,7552,0,0,3300,2640,1056,0,0,0,0,0,1,0,1,0,0,0,1,0,0
803,230000,42,0,0,0,0,0,0,7338,-15,4685,1925,2347,0,15,4700,1925,2347,0,0,0,0,1,1,0,0,0,0,1,0,0
804,50000,40,0,0,2,0,0,0,6732,9052,8763,9924,9967,10176,2441,0,1313,356,369,508,0,0,1,0,1,0,0,0,1,0,0
805,80000,29,0,0,0,0,0,0,78626,78262,80000,82025,78521,78947,3400,3600,4000,3500,3000,4000,0,0,1,0,1,0,0,0,0,1,0
806,100000,33,0,0,0,0,0,0,82308,83994,85688,86643,88280,90054,3261,3307,2581,2502,2525,2600,0,0,1,0,1,0,0,0,1,0,0
807,420000,29,0,0,0,0,0,0,392,396,47581,48070,47523,45834,400,47581,1715,1700,1850,2000,0,0,1,1,0,0,0,0,0,1,0
808,130000,31,0,0,0,0,0,0,128319,131825,127949,129357,126999,126719,6300,4800,5000,4700,5000,5000,0,0,1,1,0,0,0,0,1,0,0
809,170000,36,0,0,2,0,0,0,248,832,416,2304,323,-1092,1416,0,2304,0,0,0,0,0,1,1,0,0,0,0,0,1,0
810,30000,23,0,0,2,0,0,2,12936,15904,15364,16798,19203,18757,3200,0,2000,3000,0,2000,0,0,1,1,0,0,0,0,0,1,0
811,80000,56,0,0,0,0,0,0,49350,49533,49339,50415,45859,43152,2000,2000,2000,2007,1600,1900,0,0,1,0,1,0,0,0,0,1,0
812,220000,25,1,2,0,0,0,0,222737,216397,207870,172612,166705,166192,0,7109,6050,6000,9111,6171,0,1,0,1,0,0,0,0,0,1,0
813,500000,50,0,0,0,0,0,0,378981,372392,353719,348365,306196,303114,20002,16023,13009,10008,10000,20004,0,0,1,1,0,0,0,0,1,0,0
814,210000,41,0,0,0,0,0,0,16486,15725,18210,10784,41477,6879,15728,18213,10784,41477,6879,9498,0,0,1,0,0,1,0,0,1,0,0
815,100000,31,0,0,0,0,0,0,15856,510,2279,1796,466,466,510,2279,1730,466,466,468,0,0,1,0,0,1,0,0,0,1,0
816,320000,30,0,0,0,0,0,0,29668,30282,30737,26875,26318,25880,1353,1224,739,742,751,703,0,1,0,0,1,0,0,0,0,1,0
817,120000,32,0,0,0,0,2,0,32051,39861,42957,43876,27231,249,10000,5000,3132,0,0,115660,0,0,1,1,0,0,0,0,0,1,0
818,50000,31,1,2,2,2,0,0,23781,24900,25098,24396,25310,25740,1800,900,0,1310,1000,1000,0,0,1,0,1,0,0,0,1,0,0
819,90000,27,0,0,0,2,0,0,37026,40641,42142,35349,29790,26414,5000,3611,199,208,0,2000,0,0,1,1,0,0,0,0,0,1,0
820,80000,56,0,0,0,0,0,0,1407,2445,3377,-6,2188,5808,1068,1000,6,2194,5825,0,0,0,1,0,0,1,0,0,1,0,0
821,50000,49,0,0,0,0,0,0,48909,47863,21489,20414,19342,19482,1676,1302,700,699,849,826,0,0,1,0,0,1,0,0,0,1,0
822,200000,36,1,0,0,0,0,0,-1,-1,296,299,278,4575,0,297,303,279,4597,0,0,1,0,0,1,0,0,0,1,0,0
823,150000,27,0,0,0,2,0,0,89302,90745,96314,87862,79936,76971,4200,8000,14,3000,4500,3000,0,0,1,0,1,0,0,0,0,1,0
